Module Name,Programme,Semester,Year,ID,Case study,Case Study de,Assignment,Communication,Competence Area,Content,Content Type,Coordinator,Description,Discussion,ECTS,Follow up module,Group work,Groupwork,ID Year,Individual work,Interactive instruction,Judgement,Knowledge,Language of instruction,Lecture,Level,Module Coordinator,Module Type,Online Tutorial,Oral exam,Other,Presentation,Project,Recommended Reading,Review of literature,Semester 1,Seminar,Simulation,Title,Written,Item Type
Digital Banking,BSc. Wirtschaftsinformatik |BSc. Business Information Technology |,Spring,2019,746,,,,,Wahlmodule,Grundlagen Digital Banking und FinTechBlockchain  CryptoassetsPlattformen und Open BankingDigitale und mobile ZahlungssystemeDatensicherheitAgile Entwicklung im Digital BankingBankensoftwareOpen Banking & EcosystemsBankstrategien im digitalen ZeitalterRegulierung Fintech,Item,,?Die Digitalisierung stellt grosse Chancen  aber auch Herausforderungen an die Finanzbranche und deren Mitarbeiter dar. Junge  agile Fintech-Firmen fordern die bestehenden Finanzdienstleister heraus. In diesem Wahlmodul betrachten wir diese Aspekte  von der klassischen Bankensoftware über FinTechs und agiler Entwicklung im Digital Banking bis hin zu z.B. Blockchain-Anwendungen (Crypto-Currencies  smart contracts etc.) und den Aspekten der regulatischen Fragestellungen.  In diesem Wahlmodul treten hauptsächlich Experten und Praktiker aus der Finanz- und IT-Branche auf.,,3,,,,746_Frühling_2019,,,?Die Studierenden bilden sich ein Urteil u.a. über die Regulatorien (z.B. PSD II  MiFID II  FIDLEG  FINIG  etc.) und können die Vor- und Nachteile von verschiedenen Ecosystem-Ansätzen im Digital Banking diskutieren.,?Die Studierenden kennen die aktuellen Trends  Innovationen und Herausforderungen im Digital Banking für Banken und deren Challenger. Sie verstehen das Konzept von Open Banking & Ecosystems  mit den Vor- und Nachteilen für Banken  Fintechs  Kunden etc. Zudem erhalten sie einen Einblick in die Welt von Blockchain / Cryptoassets.,German,,Advanced,Matthias Härri|#748,Elective,,,,,,?Schaer  F.  Berentsen  A.: Bitcoin  Blockchain und Kryptoassets. Eine umfassende Einführung (2017).,,,,,Modul Beschreibung,,Item
Trends im Digital Banking / Wealth Managment,BSc. Betriebsökonomie |,Spring,2020,819,,Fallstudien,,?Präsentation  Gruppendiskussion zu Fallbearbeitung,,?Kontext der digitalen Transformation im Banking am Beispiel der Privatkundenberatung Business Modell Analyse von Neo Banken Segmentierung und Angebotsgestaltung sowie Multi Channel Strategien Hybride Beratungsmodelle mit online / mobile Komponenten  regulatorische Anforderungen,Item,,"Entscheidungsträger/innen und Führungskräfte müssen sich im Berufsalltag immer mehr auch mit dem Kontext ihrer Tätigkeit im Zusammenhang des Digitalen Wandels auseinandersetzen. Am Beispiel des Banking werden einige Tends der Digitalen Transformation illustriert. Der strukturelle Wandel dieser Industrie aus den Nachwehen der Finanzkrise  den neuen technologischen Möglichkeiten  veränderten Kundenbedürfnissen und regulatorischen Anforderungen wird skizziert und die Studierenden lernen vor welchen Herausforderungen Banken heute bei der Beratungstätigkeit von Privatkunden stehen.   Neo Banken (etwa Revolut  N 26  Zak) werden als Fallstudien herangezogen  um ihre Business Modelle (Business Model Canvas) zu analysieren und die Erfolgsfaktoren an der Kundenschnittsstelle zu vertiefen. Diese sogenatten «Digital Attacker»  und Fintechs fordern traditionelle Banken heraus.   Diese reagieren mit neuen Beratungsmodellen und Multi- oder Omni Channel Strategien von der Filiale bis zum Mobile| es wird mit agileren Formen des Vertriebs experimentiert und vermehrt kommen hybride Beratungsmodelle zum Einsatz: «Robo Advisor» und oder menschlicher Kontakt? Innovationen finden immer mehr in sogenannten ""Eco Systemen"" aus Banken  Fintechs oder Tech Anbietern statt.",,2,,,,819_Frühling_2020,,,?Nach der Veranstaltung können die Studierenden Business Modelle digitaler Anbieter analysieren  neue bzw. hybride Vertriebsstrukturen beurteilen und die digitalen Möglichkeiten der Privatkunden / Anlageberatung evaluieren.,?Die Studierenden lernen beispielhaft Business Modelle von Neo Banken kennen. Multi Channel Stratgeien sowie Robo Lösungen und hybride Modelle der Kundenberatung werden thematisiert. Dabei werden die finanzfachlichen Schritte der Privat-Kundenberatung von der Bedürfnissanalyse  über Finanzkonzepte  dem Risiko- bzw. Kundenprofil sowie der Anlagestratgie und –umsetzung erörtert. Ein Spannungsfeld von traditioneller Anlageberatung bis zu aktuellen Ansätzen des «Goal based Investing» wird aufgezeigt.,German,,Intermediate,Michael Krebs|#895,Mandatory,,,,,,,,,,,Modul Beschreibung,,Item
Cultural Transformation for Digital Transformation,BSc. Wirtschaftsinformatik |BSc. Business Information Technology |,Spring,2020,796,Case study,,Assignment,Students are able to communicate problems and potential solutions - both orally and in writing to relevant stakeholders  ,Elective,Importance of digital transformation and its challenges and barriersStakeholder mapping – interests  concerns/dilemmas  responsibilities/duties etc. Models of culture – both essentialist and non-essentialist mpdels Change management and leadership and 'emplyoeeship' Digital talents and skills development  ,Item,,?The students to know about the importance of digital transformation and its ecosystem whilst becoming aware of the challenges and barriers. They would also understand the importance of cultural transformation in order to implement effective digital transformation. Thus  this course aims to provide conceptual understanding of culture and transformation and application of these concepts and skills sets required for effective digital transformation in an organization. ,Discussion,3,,Group work,Group work,,Individual work,Interactive instruction,Students be able to take into consideration different stakeholders and their interests and concerns/dilemmas for making judgement.  ,Digital transformation and ecosystem Models of cultureOrganizational culture and transformationResources vs. capabilityStakeholder mapping  ,English,Lecture,Specialized,Ganesh Nathan|#875,Elective,,,,presentation,project,?These will be provided during the course - blogs and articles. ,Review of literature,,,,Module Description,,Item
Context (IP): connectUS Seminar ,BSc. Betriebsökonomie |BSc. Business Administration |BSc. Wirtschaftsinformatik |BSc. Business Information Technology |BSc. International Business Management |,Spring,2020,838,,,,       effectively communicate information and      argument in oral and written form       communicate professionally with ?senior      management representatives from corporate and government institutions ,understanding environments: Context,       Facts and figures on the USA       The USA past and present       Economic      changes       Society      and social structure       Experiences of Swiss companies in the USA:      production and marketing issues       Environmental issues in an emerging      market        Doing business in the USA – intercultural      aspects  negotiation and communication issues  organisation      and leadership       Domain      specific elements ,Item,,     This high-level intensive seminar enables students to gain a general understanding of the current business and social environment in the USA based on input on the geographical and political structure of the USA  its economy  culture and society.   Students build an awareness of the challenges and opportunities involved.   Participants study in a unique framework of workshops and lectures organised with national and international experts as well as prestigious representatives from the worlds of business and diplomacy  providing them with rare networking opportunities.    ,Discussion,2,?for delegation particiants:  Integration Module - ConnectUS Study Trip ,,,838_Spring_2020,Individual work,Interactive instruction,critically evaluate current trends in politics  culture  economy and society and their impact on society and business  ,identify and describe current trends and developments in the economy of the USA and its impact on international and multinational companies abroad|identify and describe elements of politics  culture and society which are relevant for doing business in the USA or with the US companies abroad|       identify and explain important trends and developments in the US society and explain how these impact today's business environmentidentify and explain important trends and developments in the US relations with key international players and explain how these impact today's business environmentidentify important elements in social and business etiquette.  ,English,Lecture,Specialized,Anita Graf|#198,Elective,,,Other,,,? ,,,Seminar,,Module Description,,Item
Context (IP): exploreASEAN Seminar ,BSc. Betriebsökonomie |BSc. Business Administration |BSc. Wirtschaftsinformatik |BSc. Business Information Technology |BSc. International Business Management |,Spring,2020,839,,,,       effectively communicate information and      argument in oral and written form       communicate professionally with ?senior      management representatives from corporate and government institutions ,understanding environments: Context,       Facts and figures on the ASEAN region       The ASEAN region's past and present       Economic      changes       Society      and social structure       Experiences of Swiss companies in the ASEAN      region: production and marketing issues       Environmental issues in an emerging      market        Doing business in the ASEAN region      – intercultural aspects  negotiation and communication issues       organisation and leadership       Domain      specific elements ,Item,,?This high-level intensive seminar enables students to gain a general understanding of the current business and social environment in the ASEAN region based on input on ASEAN geographical and political structure  their economy  culture and society.   Students build an awareness of the challenges and opportunities involved.    Participants study in a unique framework of workshops and lectures organised with national and international experts as well as prestigious representatives from the worlds of business and diplomacy  providing them with rare networking opportunities.    ,Discussion,2,     for delegation particiants:  Integration Module - ExploreASEAN Study Trip    ,,,839_Spring_2020,Individual work,Interactive instruction,critically evaluate current trends in politics  culture  economy and society and their impact on society and business   ,identify and describe current trends and developments in ASEAN economy and its impact on international and multinational companies abroad|identify and describe elements of politics  culture and society which are relevant for doing business in the ASEAN region or with ASEAN companies abroad|identify and explain important trends and developments in ASEAN society and explain how these impact today's business environment identify and explain important trends and developments in ASEAN relations with key international players and explain how these impact today's business environmentidentify important elements in social and business etiquette.  ,English,Lecture,Specialized,Teresa Freiburghaus|#194,Elective,,,,,,,,,Seminar,,Module Description,,Item
Context (IP): Focus India Seminar ,BSc. Betriebsökonomie |BSc. Business Administration |BSc. Wirtschaftsinformatik |BSc. Business Information Technology |BSc. International Business Management |,Spring,2020,837,,,,       effectively communicate information and      argument in oral and written form       communicate professionally with ?senior      management representatives from corporate and government institutions ,understanding environments: Context,       Facts      and figures on India India past and present       Economic      changes       Society      and social structure       Experiences of Swiss companies in India:      production and marketing issues       Environmental issues in an emerging      market        Doing business in India – intercultural      aspects  negotiation and communication issues  organisation      and leadership       Domain      specific elements ,Item,,     This high-level intensive seminar enables students to gain a general understanding of the current business and social environment in India based on input on India’s geographical and political structure  its economy  culture and society.   Students build an awareness of the challenges and opportunities involved.   Participants study in a unique framework of workshops and lectures organised with national and international experts as well as prestigious representatives from the worlds of business and diplomacy  providing them with rare networking opportunities.   ,Discussion,2,?for delegation particiants: Integration module - Focus India study trip    ,,,837_Spring_2020,Individual work,Interactive instruction,critically evaluate current trends in politics  culture  economy and society and their impact on society and business  ,identify and describe current trends and developments in India's economy and its impact on international and multinational companies abroad|identify and describe elements of politics  culture and society which are relevant for doing business in India or with Indian companies abroad|identify and explain important trends and developments in Indian society and explain how these impact today's business environment| identify and explain important trends and developments in India's relations with key international players and explain how these impact today's business environment| identify important elements in social and business etiquette.  ,English,Lecture,Specialized,Pieter Jan Perrett|#226,Elective,,,,,,? ,,,Seminar,,Module Description,,Item
Integration Module - TOPSIM Management Game,BSc. Betriebsökonomie |BSc. Business Administration |,Spring,2017,843,,,Assignment,? work productively in diverse groups composed of students of different cultures  ethnic groups and genders (Obj. 4.1)   communicate effectively through business reports and media conferences (Obj. 3.1)           ,,The course focuses on a competitive simulation based on TOPSIM. Several simulated periods of competition take place via this computer-aided business simulation program. The first part of the course consists of individual preparation (course reader) which will provide theoretical background information for the business planning simulation and insights to define competitive strategies in global markets.  During the course  students have to combine their knowledge of various economic fields and compete in a realistic business simulation. Depending on the number of participants  groups of four to  five students will take control of a company  representing its CxO board. The companies start at the same initial position. Therefore  only the combination of the right strategy and accurate operational business management creates competitive advantages. Company leaders will have to make decisions in various departments with all typical CxO positions being covered (e.g. production  R&D  finance) within a limited time frame.  More detailed information will be provided to the participants when providing the reader and during the course sessions.  Content  - global product development (2 product types of different technology-generations  2 geographical markets)  - controlling a global value chain consisting of different levels of in-houseproduction-depth  - improvements of production processes (e.g. through means of improved communication)  - acquisition/joint­-ventures of production sites  - global marketing mix (including differentiated product positioning)  - development of financial plans for business expansion  - thinking in business alternatives on a global cruising radius/ level   ,Item,,?The overall aim of this module is to replicate the dynamic nature of strategic management  using an interactive  competitive  business simulation (TOPSIM) to blend analysis and practice. Students are tasked  with directing and expanding a business  from research and development  to the introduction of new and improved products and the search for new  markets. In seeking to sustain growth students are required to improve  productivity  manage human resources and take responsibility for finance  and accounting issues. Through the simulation  students learn to  appreciate the contribution of different functions in creating value for  the customer and generating sustainable competitive advantage  they  experience the realism of making business decisions and develop their  skills in strategy formulation and implementation in a dynamic  context.,,2,?none,Group work,Group work,843_Spring_2017,Individual work,Interactive instruction,develop alternative strategy and functional strategy solutions (Obj. 2.1)  evaluate the financial conseqences of strategic decisions and alternative methods of financing investments (Obj. 2.1). evaluate the impact of work force and capital expenditure on productivity performance (Obj. 2.1) determine how research and development and quality consistency can improve customer satisfaction (Obj. 2.1)  evaluate outcomes of the business simulation process to identify key aspects of the learning process (Obj. 2.1),explain the components and process of strategy formulation  the linkages between functional strategy decisions and overall business strategy and the design of business plans (Obj. 1.1). explain financial conseqences of strategic decisions and alternative methods of financing investments(Obj. 1.1). explain the impact of work force and capital expenditure on productivity performance (Obj. 1.1).  identify how research and development and quality consistency can improve customer satisfaction (Obj. 1.1). identify an organisation's internal sources of competitive advantage (Obj. 1.1).  ,English,,Advanced,,Assessment,,,Other,,,,,,,Simulation,Module Description,,Item
Context (IP): Insight China Seminar ,BSc. Business Administration |BSc. Betriebsökonomie |BSc. Wirtschaftsinformatik |BSc. Business Information Technology |BSc. International Business Management |,Spring,2020,836,,,,effectively communicate information and argument in oral and written form        communicate professionally with ?senior management representatives from corporate and government institutions  ,understanding environments: Context General Studies,         Facts and figures on ChinaChina past and presentEconomic changes Society and social structureExperiences of Swiss companies in China: production and marketing issuesEnvironmental issues in an emerging market Doing business in China – intercultural aspects  negotiation and communication issues  organisation and leadership Domain specific elements    ,Item,,     This high-level intensive seminar enables students to gain a general understanding of the current business and social environment in China based on input on China’s geographical and political structure  its economy  culture and society.    Students build an awareness of the challenges and opportunities involved.    Participants study in a unique framework of workshops and lectures organised with national and international experts as well as prestigious representatives from the worlds of business and diplomacy  providing them with rare networking opportunities. ,Discussion,2,?for delegation particiants: Insight China Study Trip ,,,836_Spring_2020,Individual work,Interactive instruction,       critically evaluate current trends in politics  culture  economy and society and their impact on society and business  ,  identify and describe current trends and developments in China’s economy and its impact on international and multinational companies|identify and describe elements of politics  culture and society which are relevant for doing business in China or with Chinese companies abroad|identify and explain important trends and developments in Chinese society and explain how these impact today's business environmentidentify and explain important trends and developments in China's relations with key international players and explain how these impact today's business environment identify important elements in social and business etiquette.    ,English,Lecture,Specialized,Yufan Jiang|#208,Elective,,,Other,,,,,,Seminar,,Module Description,,Item
Management von nachhaltigen Sport- und Kulturevents,BSc. Betriebsökonomie |,Spring,2019,614,,Fallstudien,,?Die Studierendentreten selbständig mit Organisationsteams von Sportanlässen oder anderen Events in Kontakt.verwenden das korrekte Fachvokabular für ihre Kommunikation sowie alle anderen mündlichen und schriftlichen Ausführungen.präsentieren die Resultate ihrer Untersuchungen in schriftlicher und mündlicher Form (Poster-Präsentation).,integrieren und implementieren,     ?Definitionen und Konzepte Grundlagen  Eventformate und -phasenNachhaltigkeit (ökonomisch  ökologisch  sozial)Internationale StandardsProject Cycle Management (PCM)  Stakeholder Analyse Internationaler KontextMega-Sportanlässe (FIFA  IOC  UEFA) und Menschenrechte  UNO-Richtlinien  Statuten und Rechtsgrundlagen aktive Zivilgesellschaft| VergabekriterienBeispiele aus Südafrika 2010  Brasilien 2014  Sotschi 2014  Rio 2016  Russland 2018  Katar 2022 Finanzierung und MarketingSponsoring (Fundraising) und Mäzenatentum  Wie finanziert sich ein Event? Eintritt  Beitrag  etc.Entrepreneurship  Merchandise (Beschaffung) und Personalmanagement (z.B. Volunteers) Nachhaltigkeit im nationalen KontextAbfall  Beschaffung  EnergieEmissionen  Wasser  LärmschutzMobilität  Gesundheit  Verpflegung Sozialer und politischer KontextSicherheits- und Risikomanagement (Personenschutz  Safeguarding  etc.Diversitätsmanagement (Inklusion  interkultureller Dialog)Beispiele: UEFA EURO 2008 Schweiz und Österreich  UEFA EURO 2024 Medien und Kommunikation Wer kommuniziert was  wann  wie  wem über welchen Kanal? (Pressekonferenzen  Timing  Sprache  Kontakte  etc.),Item,,?Die Studierenden setzen sich mit der Konzeption  Planung  Durchführung sowie Evaluation von Sportanlässen und kulturellen Events auseinander. Sie lernen die ökonomische  ökologische und soziale Nachhaltigkeit zu analysieren und zu beurteilen. Dabei werden relevante Stakeholders  wie z.B. Staat  Unternehmen  Medien  Verbände  Zivilgesellschaft und deren Wechselbeziehungen  aus einer inter- und transdisziplinären Perspektive beleuchtet. Die Studierenden wenden wissenschaftlich und fachlich fundierte Inhalte und Konzepte an und verknüpfen diese mit ihrem betriebswirtschaftlichen Wissen  indem sie sich mit konkreten Events auseinandersetzen. Mit ihren Resultaten leisten sie (z.B. für ein Organisationskomitee) einen Beitrag zur kritischen Analyse und nachhaltigen Umsetzung von Sportanlässen und anderen Events.,,5,?Keines,,,614_Frühling_2019,,,Die Studierendenschätzen die Rahmenbedingungen  Chancen und Risiken von Sportanlässen und anderen Events fachlich fundiert ein.analysieren und beurteilen Sportanlässe und andere Events aus inter- und transdisziplinären Perspektiven (ökologisch  ökonomisch  politisch  sozial).diskutieren über die nationale und internationale Dimension und Komplexität von Sportanlässen und anderen Events auf differenzierte Art und Weise.,?Die Studierendenkennen die Faktoren nachhaltiger Entwicklung und des Eventmanagements im nationalen und internationalen Kontext.verstehen die komplexen Mechanismen der Kooperation und Kommunikation zwischen den wichtigsten Event-Stakeholdern.überblicken die relevanten Richtlinien und Standards zur Planung  Finanzierung  Vermarktung  Durchführung und Evaluation von Sportanlässen und anderen Events.,German,,Advanced,Marianne Meier|#837,Elective,,,,,,?Wird bei Kursbeginn bekanntgegeben.,,,,,Modul Beschreibung,,Item
Programming,BSc. Business Information Technology |,Autumn,2019,569,,,,   Students … … can interpret and document source code. ... can understand UML class diagrams (Obj. 1.1) ,Information Technology,Variables and Data TypesControl Structures and Logic Arrays MethodsClasses and Objects Interfaces and Inheritance JavaFX  ,Item,,The goal of this course is to learn object-oriented programming  using the programming language Java. The course assumes no programming knowledge and includes both  simple procedural programming (statements  selections  loops  etc.) and basic concepts of object-oriented programming (classes  objects  inheritance  etc.).  ,,5,?Software Engineering  ,,,569_Autumn_2019,Individual work,,Students … … can explain and compare intermediate concepts of object-oriented programming such as interfaces and abstract classes (Obj. 1.1) … and can decide when these intermediate concepts should be applied.  ,Students … … can understand existing Java source code  … and know and understand basic concepts of programming.  ,English,Lecture,Basic,Bradley Richards|#231|#Patrik Christen|#812,Assessment,Online Tutorial,,,,,?John Lewis and William Loftus. Java Software Solutions  9th edition. Pearson  2018.  ,,,,,Module Description,written exam,Item
Banking,BSc. Wirtschaftsinformatik |BSc. Business Information Technology |,Spring,2019,743,,,,,Wahlmodule,?Grundlagen der Finanzwirtschaft Funktionsweise und volkswirtschaftliche Bedeutung von Finanzmärkten und Finanzintermediären (Banken  Versicherungen) Bewertung von Wertpapieren wie Aktien und Obligationen Grundlagen des Bankmanagements Grundlagen der Kapitalmarkt- und Portfoliotheorie,Item,,?Die Finanzbranche hat in der Schweiz einen hohen volkswirtschaftlichen Stellenwert. Zudem ist sie eine namhafte Arbeitgeberin  auch und insbesondere für IT-Fachleute. Die Studierenden des Wahlmoduls Banking erhalten einen Einblick in die Grundlagen der Finanzwirtschaft  insbesondere in das Management von Banken. Sie erfassen die Funktionsweise der Finanzmärkte  kennen die Eigenschaften der wichtigsten gehandelten Wertpapiere und kennen die Grundzüge der Kapitalmarkt- und Portfoliotheorie.,,3,?Digital Banking,,,743_Frühling_2019,,,?Aufgrund von Rendite-Risiko-Überlegungen und Bankmanagement-Entscheiden können die Studierenden realistische Folgeabschätzungen vornehmen,?Die Studierenden kennen und verstehen die Relevanz der Finanzbranche und der Finanzimtermediation in der Schweiz.,German,,Advanced,Matthias Härri|#748,Elective,,,,,,Reilly  F.  Brown  K.  Leeds  S. (2019). Investment Analysis & Portfolio Management (Eleventh Edition)Petitt  B.  Pinto  J.  Pirie  W. (2015). Fixed Income Analysis (Third Edition). CFA Institute Investment SeriesPinto  J.  Henry  E.  Robinson  T.  (2015). Equity Asset Valuation (Second Edition). CFA Institute Investment Series,,,,,Modul Beschreibung,,Item
Context: Chinese Intermediate,BSc. Betriebsökonomie |BSc. Business Administration |BSc. Wirtschaftsinformatik |BSc. Business Information Technology |,Spring,2019,827,,,,?Able to communicate with native speakers in conducting networkingGain insights into cultural aspects,understanding environments: Context Foreign Languages,Simple conversations in daily and business communicationHanzi (Chinese character)Cultural notes,Item,,?Students continue to learn fundamental Chinese Mandarin| they do more exercises to enlarge vocabulary enabling them to have useful conversations for daily life| they build up knowledge on basic grammatical structure and continue studies in recognizing and remembering Chinese Characters.  ,,2,?Chinese Advanced ,,,827_Spring_2019,Individual work,Interactive instruction,?Recognize and remember Chinese characters ,Master Chinese phonetic system PinyinLearn more Chinese basic grammatical featuresEnlarge vocabularyEnlarge knowledge on Chinese radicals and Chinese characters,English,Lecture,Intermediate,Fan Neifer|#218,Elective,,,,,,?on moodle,,Autumn,,,Module Description,written exam,Item
Financial Accounting ,BSc. Betriebsökonomie |,Autumn,2017,354,,Fallstudien,,?Die Studierendenverwenden das korrekte Fachvokabular für ihre mündlichen und schriftlichen Ausführungen.                   sind befähigt wesentliche Teile einer Jahresrechnung interessierten Laien zielgruppengerecht zu präsentieren.,berechnen und steuern ,Kontenrahmen  KontenplanGliederung Jahresrechnung nach ORVerbuchung typischer Geschäftsvorfälle (Abschreibungen  Warenverkehr  Forderungen und Verbindlichkeiten  Rückstellungen  Reserven usw.)Verbuchung der MehrwertsteuerJahresabschluss von Personen- und KapitalgesellschaftenOR-Vorschriften zur Bilanzierung und BewertungStille Reserven (Bereinigung)Erstellen der Geldflussrechnung                  Berechnung und Interpretation von Kennzahlen,Item,,?Die Studierenden verstehen die Grundlagen der Buchführung und Rechnungslegung nach Schweizerischem Obligationenrecht (OR). Sie verstehen die Zusammenhänge zwischen Bilanz  Erfolgsrechnung und Geldflussrechnung. Die Studierenden sind in der Lage die Jahresrechnung zu analysieren und zu interpretieren. Die Studierenden können einen praxisorientierten Beitrag zur verantwortungsvollen finanziellen Führung eines Unternehmens leisten.,,5,?Management Accounting,,,354_Herbst_2017,,,?Die Studierendensind in der Lage wesentliche Punkte in der Rechnungslegung eines Unternehmens zu identifizieren und kritisch zu hinterfragen. 2.1 sind in der Lage  geeignete Kennzahlen auszuwählen  zu berechnen und die Ergebnisse zu beurteilen. 2.1,?Die Studierendenverstehen die relevanten gesetzlichen Bestimmungen gemäss ORverstehen die sich aus den Bestimmungen zur Rechnungslegung ergebenden Konzepte  Methoden und Ansätze zur Buchführung und Darstellung von Jahresrechnungen. verstehen die Elemente eines Jahresabschlusses nach OR und deren Zusammenhänge. 1.1.,German,,Basic,,Assessment,,,,,,                        Wird durch die Dozierenden im Semester bekannt gegeben.,,,,,Modul Beschreibung,,Item
Context: Chinese Basic,BSc. Wirtschaftsinformatik |BSc. Business Administration |BSc. Betriebsökonomie |BSc. Business Information Technology |,Spring,2019,826,,,Assignment,conduct conversation for daily communication ,understanding environments: Context Foreign Languages,?Pinyin (Chinese phonetic system) simple sentences in daily communicationbasic knowledge on Hanzi (Chinese character)notes on Chinese culture ,Item,, The course introduces students to fundamental Chinese Mandarin: they learn to speak and conduct basic conversations that are useful for daily life and they learn to identify the fundamental structure of Chinese characters as well as the basic steps for writing them. ,,3,?Chinese Intermediate ,,,826_Spring_2020,Individual work,Interactive instruction,recognize and remember Hanzi  ,study pronunciation based on Pinyin (Chinese phonetic system) know basic vocabularyunderstand Chinese word order in simple sentences (basic grammar)understand the basic structure of Hanzi (Chinese character)understand cultural aspects ,English,Lecture,Basic,Fan Neifer|#218,Elective,,,,,,?as defined by lecturer,,Autumn,,,Module Description,written exam,Item
IP Abroad: Central & Eastern Europe ,BSc. Betriebsökonomie |BSc. Business Administration |BSc. Wirtschaftsinformatik |BSc. Business Information Technology |,Spring,2020,816,Case study,,,- Demonstrate ability to communicate professionally with ?senior management representatives in international companies and institutions. - Demonstrate ability to think critically and organize thoughts in a logical and persuasive way. ,Understanding Environments: Context,?Introduction to post-socialist and transition countries: - Challenges of post-socialism - Identity crisis and politics - Key developments in culture  society and economy   On-site seminar: - Company visits and management talks - Cultural and sightseeing activities   Reflection after on-site seminar: - Students prepare a final conference on their insights and learnings. ,Item,,?Central and Eastern Europe is a region which is still highly affected by its more recent past and the following transition period. This module allows for a short but intensive appreciation of a defined area in CEE with regard to changes in its political  cultural  historical as well as economicy environment. It is divided into a preparatory phase  the on-site visit  and follow-up reflection work. Students develop a sense of understanding of how companies and societies in that area deal with intercultural issues  and how business is situated in historically and culturally challenging contexts. ,Discussion,3,,Group work,Group work,816_Spring_2020,,Interactive instruction, - Critically evaluate key challenges for international enterprises to near-shore their operations in Central and Eastern European countries. ? - Critically evaluate current trends in politics  culture and society in Central and Eastern European countries.   ,?- Identify and describe the general characteristics of post-socialist and transition areas. - Explain the key impacts of post-socialist societies on business development and economics. - Identify and describe key motivation for international companies to near-shore their operations in Central and Eastern European countries. ,English,Lecture,Specialized,Marcel Hirsiger|#312,Elective,,,,presentation,,,,,Seminar,,Module Description,,Item
Kontext: Französisch Grundkurs (cours de base),BSc. Betriebsökonomie |BSc. Business Administration |BSc. Wirtschaftsinformatik |BSc. Business Information Technology |,Spring,2019,821,,,,?Die Studierenden erlangen eine Kommunikationskompetenz  die ihnen erlaubt  auf ihrem Sprachniveau (Niveau B1 - B2 GER) die erworbenen Grundkompetenzen anzuwenden. In einer frankophonen Arbeitswelt können sie sich zurechtfinden. ,Umwelt verstehen / Kontext Fremdsprachen,Raffraichir et élargir les connaissances et compétences communicativesMeilleure compréhension des cultures francophonesSujets spécifiques relatifs à la FrancophonieActualités économiques  sociales et culturelles francophonesTechniques de présentation et débats en françaisPratiques de l'oral et de l'écritRévisions et approfondissements du lexique et de la grammaire  Préparation à un semestre d'échange dans une région francophone ,Item,,?Die Romandie und Frankreich sind wichtige Handelspartner in unserer unmittelbaren Nähe. Der Schüssel dazu ist die französische Sprache. Interkulturelle Kompetenzen sollen gezielt entwickelt und gefördert werden. In vielen Stelleninseraten ist Französisch erwünscht oder sogar vorausgesetzt. Solide Französischkenntnisse erhöhen die Chancen bei der Stellensuche. Sie ermöglichen in einem immer komplexer werdenden beruflichen Umfeld  besser zu verhandeln und gezielter auf Kundenwünsche einzugehen. Ziel des Moduls ist eine zeitgemässe praxis- und verhandlungsorientierte Kommunikation.      ,,3,?Französisch Aufbaukurs (cours de perfectionnement) ,,,821_Frühling_2019,,,?Studierende können in argumentativen Texten und in Gesprächen die wesentlichen Aussagen erkennen und ihre Meinung dazu äussern. ,                Die Studierenden frischen ihre Französchkenntnisse auf und erweitern sie.                Sie können verschiedene Texte aus Ihrem Interessen- und Erfahrungsbereich lesen und verstehen.                Sie lesen und verstehen aktuelle Texte und suchen unter Anleitung nach gewünschten Informationen. Zudem können sie Informationen aus verschiedenen Texten oder Textteilen zusammentragen.                Die Studierenden ko?nnen Sachinformationen u?ber alltags- oder berufsbezogene Themen verstehen und dabei die Hauptaussagen und Einzelinformationen erkennen.Sie sind in der Lage  den Hauptpunkten von Gesprächen zu folgen und Vorlesungen zu verstehen  wenn die Thematik ihnen vertraut ist.  ,German,,Intermediate,,Elective,,,,,,?Wird durch die Dozierenden bekannt gegeben. ,,,,,Modul Beschreibung,,Item
